longitude,latitude,housing_median_age,total_rooms,total_bedrooms,Liv_Area,population,households,median_income,Sale_Price,Neighborhood,ocean_proximity
-122.14,40.07,31,2053,4,NA,1193,447,1.4923,44400,San Diego,INLAND
-122.13,40.01,21,916,4,NA,451,178,2.125,63300,Bakersfield,INLAND
-122.1,40.03,25,2516,5,NA,1266,494,1.7566,58400,Santa Ana,INLAND
-122.06,40.02,32,1435,3,NA,690,254,2.3043,68400,Santa Ana,INLAND
-122,39.94,27,852,4,NA,464,148,1.7125,58200,San Francisco,INLAND
-122.11,39.82,27,1065,3,NA,508,198,2.625,91700,Long Beach,INLAND
-122.12,39.91,16,4006,3,NA,2028,752,2.3929,77200,Long Beach,INLAND
-122.17,39.92,16,1566,4,NA,652,287,1.9038,60800,Santa Ana,INLAND
-122.17,39.94,32,2352,2,NA,1316,447,2.2292,57400,Sacramento,INLAND
-122.14,39.97,27,1079,4,NA,625,197,3.1319,62700,San Jose,INLAND
-122.23,39.95,21,2087,2,NA,888,361,2.207,86400,San Jose,INLAND
-122.2,39.93,9,1296,2,NA,768,260,1.9191,54400,Sacramento,INLAND
-122.23,39.86,21,1730,2,NA,982,322,1.8375,79800,Oakland,INLAND
-122.19,39.92,20,2563,4,NA,1363,611,1.023,54200,Santa Ana,INLAND
-122.18,39.93,35,1387,4,NA,610,237,2.1759,59500,Los Angeles,INLAND
-122.19,39.91,39,2467,2,NA,1433,502,1.8571,53500,Santa Ana,INLAND
-122.68,41.15,32,817,5,NA,224,89,3.631,90400,Fresno,INLAND
-122.81,40.93,16,2050,3,NA,588,195,2.7083,88900,Bakersfield,INLAND
-122.96,40.77,29,1637,3,NA,753,270,3.2891,93100,San Diego,INLAND
-122.93,40.78,20,3758,2,NA,1685,757,2.3667,91200,Los Angeles,INLAND
-122.89,40.76,14,712,2,NA,270,90,2.3958,102100,Sacramento,INLAND
-122.79,40.75,17,3851,3,NA,1352,560,2.125,71700,Oakland,INLAND
-122.86,40.56,12,1350,5,NA,423,172,1.7393,81300,San Diego,INLAND
-122.95,40.67,17,1498,5,NA,574,242,2.0268,94200,Bakersfield,INLAND
-122.95,40.71,26,2231,3,NA,987,364,2.4792,88800,Oakland,INLAND
-123.35,40.99,23,141,3,NA,47,23,1.125,66000,San Francisco,INLAND
-123.53,40.88,20,2680,3,NA,918,345,2.2115,75000,Sacramento,INLAND
-123.48,40.79,15,619,4,NA,287,104,1.9107,79200,Fresno,INLAND
-123.28,40.77,25,767,4,NA,301,121,1.625,79200,San Jose,INLAND
-123.13,40.85,18,1650,3,NA,675,282,1.8933,84700,San Diego,INLAND
-123.41,40.61,17,769,2,NA,301,126,1.7875,55000,Los Angeles,INLAND
-123.11,40.6,23,708,4,NA,316,136,1.1602,65000,Los Angeles,INLAND
-123.18,40.58,18,1451,4,NA,695,254,1.7262,73700,Sacramento,INLAND
-123.22,40.54,27,1573,5,NA,847,330,1.9034,49600,San Jose,INLAND
-123.12,40.54,23,1091,5,NA,539,201,1.8696,61500,Santa Ana,INLAND
-123.21,40.51,16,241,2,NA,152,61,1.375,48800,Oakland,INLAND
-123.32,40.43,15,661,3,NA,131,57,0.4999,56700,Oakland,INLAND
-123.08,40.4,10,365,4,NA,140,49,1.7969,37500,San Jose,INLAND
-123.17,40.31,36,98,3,NA,18,8,0.536,14999,Long Beach,INLAND
-123.22,40.16,27,1848,5,NA,396,150,2.8472,41300,Los Angeles,INLAND
-123.48,40.34,19,518,4,NA,216,80,2.7083,64500,Los Angeles,INLAND
-123.43,40.22,20,133,5,NA,87,37,3.625,67500,San Diego,INLAND
-123.41,40.07,17,449,5,NA,141,53,0.8362,87500,Santa Ana,INLAND
-118.96,36.66,18,1302,3,NA,320,133,3.1964,80000,San Francisco,INLAND
-119.12,36.54,30,2747,2,NA,1368,453,2.9828,85200,Sacramento,INLAND
-118.96,36.49,24,1268,2,NA,636,183,1.742,118800,Oakland,INLAND
-118.65,36.57,20,1431,5,NA,570,225,1.4821,143300,Long Beach,INLAND
-118.86,36.41,20,2749,5,NA,1195,491,3.0391,139700,Oakland,INLAND
-118.94,36.32,10,2271,4,NA,986,358,4.0703,147100,Bakersfield,INLAND
-119.26,36.61,33,560,4,NA,310,113,2.5417,118800,Los Angeles,INLAND
-119.25,36.56,35,1675,2,NA,1131,316,1.6722,59100,San Francisco,INLAND
-119.28,36.54,33,1470,2,NA,1222,301,1.8163,57400,Long Beach,INLAND
-119.29,36.54,18,2581,2,NA,2732,592,1.8429,58300,Fresno,INLAND
-119.29,36.55,21,2467,4,NA,1721,515,2.5521,65600,Santa Ana,INLAND
-119.3,36.57,32,728,3,NA,461,149,3.0156,109100,Santa Ana,INLAND
-119.44,36.48,27,1546,4,NA,1704,395,1.1728,41700,San Francisco,INLAND
-119.37,36.47,26,337,4,NA,277,73,2.3438,1.00E+05,Santa Ana,INLAND
-119.45,36.48,38,402,4,NA,311,87,3.1719,106300,Bakersfield,INLAND
-119.48,36.44,22,1389,3,NA,1185,271,2.0857,49200,San Francisco,INLAND
-119.35,36.52,39,3027,3,NA,2199,592,2.6445,62000,San Diego,INLAND
-119.48,36.5,32,3451,5,NA,1968,574,2.9554,110300,Oakland,INLAND
-119.43,36.55,27,1621,2,NA,882,324,2.75,93500,Long Beach,INLAND
-119.48,36.54,28,2112,4,NA,1011,335,4.2222,108900,Sacramento,INLAND
-119.4,36.55,19,3000,3,NA,2202,590,2.5141,67400,San Diego,INLAND
-119.39,36.55,30,1669,5,NA,837,325,3.3869,80400,San Jose,INLAND
-119.38,36.56,14,3965,4,NA,1945,733,2.6906,95300,Los Angeles,INLAND
-119.38,36.55,31,2342,3,NA,1411,465,3.017,72000,Sacramento,INLAND
-119.38,36.56,25,1180,5,NA,611,212,2.0729,84700,Fresno,INLAND
-119.38,36.54,33,2465,3,NA,2030,522,1.5223,51800,Los Angeles,INLAND
-119.38,36.53,38,1281,2,NA,1423,293,1.9602,51400,Fresno,INLAND
-119.39,36.54,34,1590,4,NA,1272,407,1.8068,59000,San Jose,INLAND
-119.39,36.54,30,1408,5,NA,1184,324,1.7165,59100,San Francisco,INLAND
-119.4,36.53,28,2201,5,NA,1524,412,2.75,65000,San Francisco,INLAND
-119.28,36.52,19,1402,3,NA,1327,316,2.25,53200,San Jose,INLAND
-119.29,36.53,33,1509,2,NA,1734,336,1.625,50300,Fresno,INLAND
-119.29,36.52,39,858,4,NA,1222,224,1.5714,43000,Oakland,INLAND
-119.26,36.5,35,1689,2,NA,1475,329,2.5719,74300,Fresno,INLAND
-119.1,36.43,24,1039,3,NA,643,193,2.6711,71300,Oakland,INLAND
-119.1,36.42,26,1775,5,NA,1217,383,1.8801,57600,Los Angeles,INLAND
-119.09,36.42,15,1517,4,NA,1275,343,1.5875,55800,San Diego,INLAND
-119.09,36.42,17,877,4,NA,966,218,2,52500,Long Beach,INLAND
-119.1,36.4,31,1533,5,NA,1518,386,1.5608,51700,San Diego,INLAND
-119.1,36.4,23,1885,2,NA,1056,338,3.2159,92800,San Francisco,INLAND
-119.23,36.45,36,1508,4,NA,1283,312,2.1205,60000,Santa Ana,INLAND
-119.18,36.4,39,1730,3,NA,899,309,2.6648,129200,Sacramento,INLAND
-119.27,36.39,17,2076,5,NA,998,340,4.3281,145700,Los Angeles,INLAND
-119.23,36.39,39,1660,3,NA,1061,306,1.4812,53500,Los Angeles,INLAND
-119.21,36.39,31,1465,5,NA,1013,297,2.0363,53500,San Francisco,INLAND
-119.21,36.38,18,2158,5,NA,1461,395,2.0216,58000,Oakland,INLAND
-119.35,36.42,18,1115,4,NA,1742,176,2.7969,123800,San Jose,INLAND
-119.31,36.39,32,2293,2,NA,1538,468,1.9342,68600,Sacramento,INLAND
-119.45,36.35,22,1824,5,NA,1076,282,2.3365,69600,Fresno,INLAND
-119.41,36.35,20,1743,2,NA,1390,336,2.2222,52900,Santa Ana,INLAND
-119.42,36.35,20,1469,5,NA,1031,259,1.6645,48000,Bakersfield,INLAND
-119.29,36.35,15,1740,4,NA,1332,308,2.5743,60200,Santa Ana,INLAND
-119.29,36.34,10,1832,5,NA,1664,429,2.0227,53300,San Diego,INLAND
-119.3,36.35,24,1855,5,NA,1520,410,2.3304,64900,Los Angeles,INLAND
-119.3,36.34,27,1515,4,NA,1178,309,1.4432,48100,San Francisco,INLAND
-119.31,36.34,14,2985,2,NA,2250,607,2.1602,65200,Santa Ana,INLAND
-119.32,36.36,18,2060,4,NA,1348,397,3.4312,68400,Bakersfield,INLAND
-119.37,36.35,20,1132,3,NA,518,178,5.3767,231300,Los Angeles,INLAND
-119.32,36.33,20,1896,2,NA,674,277,9.0376,239100,Bakersfield,INLAND
-119.32,36.33,18,2603,5,NA,1158,423,4.5938,150500,Sacramento,INLAND
-119.34,36.34,5,4505,3,NA,1917,775,4.0144,126600,San Francisco,INLAND
-119.34,36.33,17,2250,5,NA,1218,468,4.1812,93700,Sacramento,INLAND
-119.35,36.33,14,1195,3,NA,568,229,3.1486,105600,Sacramento,INLAND
-119.36,36.33,11,3221,3,NA,1351,565,2.9844,132000,Bakersfield,INLAND
-119.29,36.34,28,1440,4,NA,2178,440,1.2634,50600,Sacramento,INLAND
-119.29,36.34,35,1235,4,NA,1246,341,1.474,71000,Santa Ana,INLAND
-119.3,36.34,45,3723,3,NA,2256,770,1.8299,63100,Long Beach,INLAND
-119.31,36.34,32,1893,2,NA,1744,425,1.4729,54100,San Diego,INLAND
-119.29,36.33,19,792,3,NA,641,222,0.7445,112500,Fresno,INLAND
-119.31,36.33,46,1636,4,NA,772,332,2.425,84900,San Francisco,INLAND
-119.25,36.36,16,3245,4,NA,1471,450,5.8673,154800,Sacramento,INLAND
-119.27,36.34,7,3433,4,NA,1793,626,3.5296,83700,Sacramento,INLAND
-119.28,36.35,7,3598,5,NA,2080,678,3.1111,72400,Long Beach,INLAND
-119.28,36.33,10,1051,2,NA,927,274,0.78,55500,Oakland,INLAND
-119.27,36.34,26,2057,3,NA,1453,439,2.4113,58600,Long Beach,INLAND
-119.24,36.33,9,3289,2,NA,1866,631,3.1599,95000,San Diego,INLAND
-119.19,36.34,33,2199,5,NA,1245,394,2.73,96900,San Jose,INLAND
-119.09,36.35,21,3146,3,NA,1580,513,2.7857,92700,Long Beach,INLAND
-119.11,36.29,18,1666,4,NA,859,301,2.6065,93800,Fresno,INLAND
-119.13,36.3,33,3379,2,NA,1565,618,2.7321,76500,Oakland,INLAND
-119.12,36.29,29,1638,5,NA,942,322,2.1731,66200,Oakland,INLAND
-119.16,36.28,18,2377,5,NA,1359,424,4.4,79300,Long Beach,INLAND
-119.16,36.31,7,2946,5,NA,1608,622,1.6829,80200,Long Beach,INLAND
-119.15,36.29,18,1435,3,NA,657,254,2.4281,72500,Long Beach,INLAND
-119.14,36.29,32,2084,5,NA,1410,420,1.5321,48300,Oakland,INLAND
-119.14,36.29,36,788,5,NA,405,180,1.47,61900,San Jose,INLAND
-119.2,36.3,19,1427,3,NA,1026,293,2.625,57000,San Francisco,INLAND
-119.2,36.3,32,1355,2,NA,1427,384,1.3444,45600,San Jose,INLAND
-119.21,36.3,23,951,3,NA,806,222,1.7734,41400,Long Beach,INLAND
-119.21,36.3,18,1433,3,NA,1092,276,1.9135,49400,Long Beach,INLAND
-119.22,36.31,17,2079,5,NA,2022,462,1.5464,54100,Fresno,INLAND
-119.25,36.27,23,1494,3,NA,678,235,2.6875,69100,Fresno,INLAND
-119.2,36.28,22,2295,2,NA,1654,478,1.684,65900,Long Beach,INLAND
-119.29,36.32,27,1513,3,NA,839,350,1.2012,64600,Oakland,INLAND
-119.29,36.32,35,1898,4,NA,1123,433,1.1419,62900,Oakland,INLAND
-119.28,36.32,29,2274,2,NA,1234,521,1.9138,66900,Long Beach,INLAND
-119.29,36.32,33,2107,3,NA,1364,442,2.2024,67200,Bakersfield,INLAND
-119.28,36.32,16,2812,4,NA,1620,523,3.7404,89200,Oakland,INLAND
-119.27,36.32,6,2881,4,NA,1432,504,4.0806,110200,Fresno,INLAND
-119.27,36.32,9,3631,2,NA,1881,628,4.7723,113100,Long Beach,INLAND
-119.25,36.32,32,1821,5,NA,812,299,2.75,72200,Long Beach,INLAND
-119.26,36.3,18,3578,5,NA,1540,640,2.425,84600,San Francisco,INLAND
-119.3,36.33,44,2060,4,NA,819,355,2.8795,77000,San Diego,INLAND
-119.3,36.32,23,3521,3,NA,1712,636,3.3875,92500,San Diego,INLAND
-119.31,36.32,44,2032,3,NA,791,336,4.0298,109000,Oakland,INLAND
-119.31,36.32,23,2945,5,NA,1419,532,2.5733,88800,Oakland,INLAND
-119.29,36.31,14,2382,5,NA,1278,386,5.1896,101900,Long Beach,INLAND
-119.29,36.31,34,1439,3,NA,607,223,3.0972,82800,Long Beach,INLAND
-119.3,36.31,16,2234,3,NA,1150,361,4.2778,97300,Long Beach,INLAND
-119.31,36.31,18,3860,2,NA,1643,664,2.0714,92600,Los Angeles,INLAND
-119.31,36.3,20,1256,3,NA,566,195,4.0221,86300,Los Angeles,INLAND
-119.3,36.3,14,3023,3,NA,1523,492,5.3602,118600,San Francisco,INLAND
-119.29,36.3,20,1157,4,NA,572,191,5.3495,177300,Sacramento,INLAND
-119.33,36.32,16,3331,3,NA,1955,763,1.6148,86600,Los Angeles,INLAND
-119.34,36.32,14,1204,2,NA,633,247,3.925,83800,Santa Ana,INLAND
-119.35,36.32,10,3817,4,NA,1686,714,3.8235,94600,Fresno,INLAND
-119.34,36.32,6,3266,3,NA,1769,580,3.1574,89200,Bakersfield,INLAND
-119.33,36.32,20,2025,2,NA,1039,346,3.5313,82800,Oakland,INLAND
-119.32,36.32,35,2316,2,NA,849,378,4.3816,88600,Bakersfield,INLAND
-119.33,36.32,23,3137,3,NA,1446,548,2.5,85500,Long Beach,INLAND
-119.33,36.32,19,2778,5,NA,1092,451,5.2561,121300,Fresno,INLAND
-119.32,36.32,29,2409,5,NA,1142,440,3.6895,87700,San Diego,INLAND
-119.32,36.31,21,2309,5,NA,1047,453,2.9886,87500,San Diego,INLAND
-119.33,36.31,17,2401,4,NA,1100,409,4.0577,107300,San Jose,INLAND
-119.33,36.31,15,1472,4,NA,892,257,5.3909,113000,Fresno,INLAND
-119.33,36.3,11,3045,2,NA,1563,516,5.4337,133800,Santa Ana,INLAND
-119.32,36.3,15,2864,5,NA,1480,475,2.9698,93400,Long Beach,INLAND
-119.34,36.31,14,1635,3,NA,870,399,2.7,88900,San Diego,INLAND
-119.34,36.3,13,2394,2,NA,1177,389,2.6875,74400,Long Beach,INLAND
-119.33,36.3,12,2172,3,NA,1013,354,4.9464,115600,San Jose,INLAND
-119.38,36.3,14,1932,2,NA,997,291,3.6875,93200,San Diego,INLAND
-119.33,36.28,16,2624,2,NA,1077,520,2.125,104200,San Diego,INLAND
-119.32,36.3,14,1680,4,NA,931,350,2.7336,89200,San Jose,INLAND
-119.29,36.28,23,1895,2,NA,749,313,2.2333,120100,San Diego,INLAND
-119.46,36.25,32,1702,3,NA,1016,350,2.5,73600,Santa Ana,INLAND
-119.4,36.25,25,1696,2,NA,909,291,2.3,132800,Oakland,INLAND
-119.36,36.22,10,2445,2,NA,1262,476,1.9355,68300,Santa Ana,INLAND
-119.37,36.22,19,1673,3,NA,1298,343,2.706,64800,Oakland,INLAND
-119.36,36.21,18,1082,5,NA,793,213,2.4032,60000,Santa Ana,INLAND
-119.35,36.22,32,1290,5,NA,852,309,1.4429,54600,Bakersfield,INLAND
-119.35,36.21,26,2481,5,NA,1445,498,1.6378,60300,San Francisco,INLAND
-119.36,36.21,25,1170,3,NA,804,257,1.3889,50200,Oakland,INLAND
-119.37,36.21,35,2228,3,NA,1567,449,1.4455,54100,Santa Ana,INLAND
-119.34,36.23,12,4965,3,NA,2191,804,3.5611,90200,San Francisco,INLAND
-119.35,36.22,29,2051,5,NA,915,343,3.1944,106800,Oakland,INLAND
-119.34,36.22,38,2708,4,NA,1260,455,3.0905,78200,Los Angeles,INLAND
-119.33,36.22,29,1735,4,NA,805,293,3.5039,89900,Fresno,INLAND
-119.33,36.21,38,3115,4,NA,1238,606,2.6083,67000,San Diego,INLAND
-119.34,36.21,30,749,5,NA,537,199,0.8229,68400,San Francisco,INLAND
-119.33,36.22,9,3748,3,NA,1955,620,4.2011,108100,San Jose,INLAND
-119.32,36.22,5,2319,2,NA,1283,423,3.6343,95400,Long Beach,INLAND
-119.32,36.21,29,1220,5,NA,619,246,3.3125,78300,Fresno,INLAND
-119.32,36.25,21,1231,5,NA,609,206,2.8365,90000,San Jose,INLAND
-119.25,36.23,24,2015,3,NA,1031,351,3.4306,139200,Sacramento,INLAND
-119.27,36.18,23,3180,4,NA,1829,498,2.6098,66000,Sacramento,INLAND
-119.29,36.12,24,1248,2,NA,641,200,2.4722,129200,Los Angeles,INLAND
-119.14,36.23,22,2935,5,NA,1927,530,2.5875,70400,Sacramento,INLAND
-119.12,36.19,21,2645,4,NA,1245,407,2.9145,114200,Sacramento,INLAND
-119.08,36.22,28,1606,3,NA,1158,317,3.0324,55600,Oakland,INLAND
-119.08,36.21,20,1911,3,NA,1241,348,2.5156,59300,San Diego,INLAND
-119.09,36.22,34,1715,3,NA,780,297,3.4306,74300,Oakland,INLAND
-119.09,36.21,43,1335,5,NA,943,288,1.9861,47700,San Francisco,INLAND
-119.09,36.21,38,1901,3,NA,1613,400,1.8828,44600,Santa Ana,INLAND
-119.1,36.21,38,727,5,NA,559,176,2.4653,49500,Bakersfield,INLAND
-119.11,36.21,10,1972,2,NA,1469,442,1.5407,58400,Sacramento,INLAND
-118.74,36.23,22,1033,5,NA,442,136,2.6447,137500,Santa Ana,INLAND
-118.93,36.19,30,2685,4,NA,951,523,2.6184,113900,Sacramento,INLAND
-118.82,36.13,43,1281,3,NA,534,231,2.8906,65700,Los Angeles,INLAND
-118.54,36.12,11,4103,4,NA,356,171,2.1029,99100,San Francisco,INLAND
-118.37,36.19,10,443,4,NA,48,21,3.125,71300,Sacramento,INLAND
-118.7,35.82,20,4642,3,NA,658,247,2.3937,82100,Oakland,INLAND
-118.86,35.9,38,298,4,NA,161,47,4.125,71300,Fresno,INLAND
-118.73,36.01,14,3263,5,NA,1910,594,2.8603,128900,San Diego,INLAND
-119.08,36.2,30,1677,5,NA,1159,365,2.4554,61200,San Jose,INLAND
-119.1,36.19,17,1564,5,NA,713,362,1.6186,77100,Long Beach,INLAND
-119.34,36.21,22,3065,4,NA,2165,738,1.4792,54400,Santa Ana,INLAND
-119.34,36.2,12,1632,2,NA,1303,315,2.0333,54400,San Diego,INLAND
-119.33,36.19,27,418,4,NA,332,141,1.0714,63800,Bakersfield,INLAND
-119.31,36.2,23,1837,4,NA,1064,335,3.1453,74500,Santa Ana,INLAND
-119.32,36.21,25,2360,4,NA,1424,436,2.3152,63100,Santa Ana,INLAND
-119.32,36.2,25,1427,4,NA,772,221,2.2262,64500,Santa Ana,INLAND
-119.32,36.2,15,1562,2,NA,961,287,3.4231,83300,Oakland,INLAND
-119.32,36.19,11,1281,5,NA,861,313,1.0962,72300,Los Angeles,INLAND
-119.32,36.19,11,3136,3,NA,2013,583,3.335,69700,Los Angeles,INLAND
-119.35,36.2,31,1783,2,NA,1266,358,2.2264,50800,Sacramento,INLAND
-119.35,36.2,29,1938,3,NA,1487,414,1.7462,51100,Bakersfield,INLAND
-119.36,36.2,33,1955,3,NA,1412,397,2.25,51500,Bakersfield,INLAND
-119.37,36.19,24,1306,3,NA,889,276,2.4922,66100,San Francisco,INLAND
-119.35,36.19,6,958,4,NA,734,230,1.0349,67800,Los Angeles,INLAND
-119.45,36.16,27,2119,4,NA,1268,345,2.8152,106900,Oakland,INLAND
-119.35,36.16,21,2751,3,NA,1496,489,2.3882,49200,Sacramento,INLAND
-119.45,36.09,18,408,3,NA,253,75,2.0313,112500,Long Beach,INLAND
-119.31,36.06,20,2236,4,NA,1405,412,1.8827,48700,Fresno,INLAND
-119.4,36.04,39,915,4,NA,580,175,1.8894,112500,Oakland,INLAND
-119.27,36.05,29,1016,4,NA,481,140,2.2917,112500,Los Angeles,INLAND
-119.21,36.1,30,1471,4,NA,1418,357,1.7432,42500,Oakland,INLAND
-119.19,36.06,29,1815,5,NA,1421,339,1.9091,71300,San Diego,INLAND
-119.19,36.14,41,759,3,NA,408,129,3.9,85900,Los Angeles,INLAND
-119.13,36.13,28,1673,3,NA,1434,371,2.0586,40900,San Jose,INLAND
-119.08,36.13,21,2271,5,NA,1145,372,3.1528,113700,Long Beach,INLAND
-119.03,36.13,24,2259,2,NA,1169,395,1.7106,95500,Fresno,INLAND
-119.06,36.15,20,1282,5,NA,852,247,1.6354,49000,Los Angeles,INLAND
-119.06,36.15,25,2402,5,NA,1527,461,2.3194,52900,Sacramento,INLAND
-119.14,36.06,32,1838,3,NA,1628,425,1.6452,41500,San Francisco,INLAND
-119.12,36.05,27,1575,5,NA,1063,317,2.1477,53900,San Diego,INLAND
-119.08,36.02,26,1748,3,NA,891,303,1.9439,62100,Long Beach,INLAND
-119.01,36.02,17,3915,2,NA,1768,688,2.375,79800,Sacramento,INLAND
-118.92,36.04,28,1148,5,NA,521,212,2.9208,98500,Fresno,INLAND
-119.08,36.09,25,1880,5,NA,1003,315,2.7298,103400,Oakland,INLAND
-119.06,36.1,21,1344,4,NA,868,221,2.5893,63600,Sacramento,INLAND
-119.06,36.09,11,2572,5,NA,1402,415,3.6786,72900,Santa Ana,INLAND
-119.04,36.09,15,2288,3,NA,1238,429,3.0278,77400,Bakersfield,INLAND
-119.05,36.09,9,3297,4,NA,1749,568,4.0217,99200,San Francisco,INLAND
-119.04,36.07,17,2623,5,NA,1912,618,1.5893,52000,Oakland,INLAND
-119.06,36.08,19,2554,4,NA,1301,419,4.1856,72100,Bakersfield,INLAND
-119.07,36.08,5,2693,5,NA,1785,491,3,71000,Fresno,INLAND
-119.07,36.07,11,2265,4,NA,1285,387,3.2042,76200,Fresno,INLAND
-119.06,36.07,20,2683,5,NA,1497,548,1.7031,64600,San Diego,INLAND
-119.05,36.07,21,2472,2,NA,1238,504,1.7756,62900,Santa Ana,INLAND
-119.05,36.06,23,2344,5,NA,1184,406,3.1625,70600,San Diego,INLAND
-119.02,36.09,15,2234,3,NA,1254,420,3.0234,88600,Sacramento,INLAND
-119.01,36.08,31,1620,2,NA,1154,348,1.8857,55500,Santa Ana,INLAND
-119.03,36.08,19,2736,4,NA,1432,503,2.6944,67700,Los Angeles,INLAND
-119.03,36.08,19,2471,2,NA,1040,426,3.25,80600,San Francisco,INLAND
-119.04,36.07,26,2185,5,NA,1108,419,2.2277,78000,Fresno,INLAND
-119.03,36.07,26,3210,4,NA,1908,642,2.4167,77600,San Jose,INLAND
-119.02,36.07,29,2610,4,NA,1659,571,1.5911,60800,Bakersfield,INLAND
-119.02,36.07,39,1173,3,NA,702,232,1.6146,53100,Oakland,INLAND
-119.01,36.07,44,2450,2,NA,1330,508,1.6103,50900,Sacramento,INLAND
-118.93,36.1,19,2988,4,NA,1654,576,2.3792,90000,Sacramento,INLAND
-118.98,36.06,33,2043,2,NA,1497,417,2.343,47400,San Diego,INLAND
-119,36.05,24,3208,2,NA,1986,662,1.5506,52300,Los Angeles,INLAND
-118.97,36.06,26,1289,5,NA,1100,244,1.975,51400,San Francisco,INLAND
-118.99,36.07,21,983,2,NA,672,169,2.975,63900,Sacramento,INLAND
-118.99,36.06,19,2153,2,NA,1317,386,1.7564,42600,Bakersfield,INLAND
-119,36.06,41,937,3,NA,396,142,4.0833,81300,Long Beach,INLAND
-119,36.07,20,1042,3,NA,509,175,2.9815,73000,Sacramento,INLAND
-119.03,36.06,36,1925,4,NA,1405,422,2.162,51900,Los Angeles,INLAND
-119.02,36.06,41,2279,4,NA,1908,511,1.3952,43100,Santa Ana,INLAND
-119.01,36.06,25,1505,2,NA,1392,359,1.6812,47700,Long Beach,INLAND
-119.01,36.05,27,1127,5,NA,839,276,1.3807,53100,San Jose,INLAND
-119.02,36.05,22,2078,4,NA,1336,456,2.2202,65200,Los Angeles,INLAND
-119.42,35.97,21,554,5,NA,426,122,2.3516,47500,Long Beach,INLAND
-119.31,35.99,26,1460,5,NA,880,286,1.3676,47800,San Francisco,INLAND
-119.28,35.99,20,2911,4,NA,1746,588,1.7372,51000,Sacramento,INLAND
-119.19,35.96,25,2014,3,NA,1160,362,1.881,52500,Sacramento,INLAND
-119.46,35.86,22,1750,5,NA,1113,338,1.505,42700,San Diego,INLAND
-119.3,35.87,20,1934,5,NA,1341,336,2.1434,62600,Bakersfield,INLAND
-119.12,35.85,37,736,5,NA,564,138,2.4167,58300,Sacramento,INLAND
-119.1,35.79,19,1809,2,NA,2051,416,1.8144,49800,Long Beach,INLAND
-119.27,35.89,18,1855,4,NA,1839,392,1.7572,53300,San Jose,INLAND
-119.27,35.88,32,1393,2,NA,1282,336,1.5069,43700,Oakland,INLAND
-119.27,35.87,12,972,4,NA,1134,286,1.63,49500,San Francisco,INLAND
-119.26,35.87,24,1590,4,NA,1686,372,1.6469,47600,Bakersfield,INLAND
-119.06,35.94,18,3501,5,NA,2009,660,2.6576,65700,Sacramento,INLAND
-119.04,35.96,18,1187,2,NA,1343,277,1.875,51700,Long Beach,INLAND
-119.04,35.95,25,1009,5,NA,994,222,1.8462,55800,San Diego,INLAND
-118.96,35.87,17,1668,3,NA,888,277,3.7794,96200,Bakersfield,INLAND
-120.4,38,17,2098,4,NA,912,354,2.6544,112600,Fresno,INLAND
-120.39,38,33,2177,3,NA,891,383,3.212,105200,Oakland,INLAND
-120.4,37.98,19,2010,3,NA,910,390,2.6696,121200,San Diego,INLAND
-120.39,37.98,52,1056,2,NA,584,255,2.1513,86700,San Francisco,INLAND
-120.37,38.01,30,473,4,NA,242,93,2.5417,123200,San Jose,INLAND
-120.35,37.99,3,1167,4,NA,422,186,2.4191,217500,Long Beach,INLAND
-120.38,37.99,36,2864,4,NA,1155,565,2.3571,113400,Santa Ana,INLAND
-120.37,37.98,29,2508,2,NA,1112,550,1.6021,91400,Oakland,INLAND
-120.38,37.97,47,1060,4,NA,496,205,2.5781,104800,San Francisco,INLAND
-120.26,38.13,17,301,3,NA,122,47,4.0583,87500,San Francisco,INLAND
-120.28,38.07,13,1996,3,NA,618,218,2.9083,104600,San Francisco,INLAND
-120.4,38.06,12,1430,2,NA,517,240,2.6544,128100,Los Angeles,INLAND
-120.35,38.04,16,1499,5,NA,733,286,2.5729,118800,Santa Ana,INLAND
-120.39,38.03,20,1551,5,NA,647,228,2.6094,139100,Santa Ana,INLAND
-120.41,38.03,14,2061,4,NA,859,462,2.1289,115300,Santa Ana,INLAND
-120.43,38.02,15,1613,3,NA,655,251,3.6875,186000,Oakland,INLAND
-120.31,38.02,11,2366,4,NA,1046,387,3.8203,139700,Los Angeles,INLAND
-120.3,38.04,6,1281,5,NA,422,160,3.2875,111300,Santa Ana,INLAND
-120.28,38.03,13,2095,4,NA,860,331,3.6838,145700,Fresno,INLAND
-120.27,38.02,13,3839,3,NA,1486,532,3.1875,99800,San Francisco,INLAND
-120.29,38.01,12,3014,2,NA,1424,485,3.0729,105100,San Francisco,INLAND
-120.3,37.99,23,1908,3,NA,984,374,2.517,153500,Sacramento,INLAND
-120.33,38,14,1944,2,NA,822,314,3.5,170700,Sacramento,INLAND
-120.25,38.04,22,4173,5,NA,1086,444,2.5562,136200,Los Angeles,INLAND
-120.25,38.03,21,4924,2,NA,1175,454,2.9457,116500,San Francisco,INLAND
-120.22,38.05,14,3803,4,NA,1129,477,2.7188,137000,Los Angeles,INLAND
-120.19,38.07,43,102,4,NA,44,13,0.4999,162500,Long Beach,INLAND
-120.19,38.03,17,8651,3,NA,2071,757,3.1076,115800,San Francisco,INLAND
-120.12,38.12,37,3355,2,NA,338,136,2.0625,88900,Bakersfield,INLAND
